restaurantId,name,type,slotDiscovery,urls,priceBand,neighborhood,statistics,primaryCuisine,campaignId,isPromoted,features,restaurantAvailabilityToken,groups,__typename,isPinned,photos,justAddedDetails,offers,diningStyle,coordinates,address,description,matchRelevance,hasTakeout,contactInformation,deliveryPartners
151924,Isola Little Italy,GuestCenter,on,"{profileLink:{link:https://www.opentable.com/r/isola-little-italy-san-diego,__typename:PageLink},__typename:RestaurantUrls}","{priceBandId:2,currencySymbol:$,name:$30 and under,__typename:PriceBand}","{name:Little Italy,__typename:Neighborhood}","{recentReservationCount:23,reviews:{allTimeTextReviewCount:492,ratings:{overall:{rating:4.5,__typename:ReviewStatisticsRating},__typename:ReviewStatisticsRatings},__typename:ReviewStatistics},__typename:RestaurantStatistics}","{name:Italian,__typename:Cuisine}",null,false,"{subtype:null,bar:false,counter:false,highTop:false,outdoor:true,pickupEnabled:null,__typename:RestaurantFeatures}",eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,"[{id:8769,__typename:RestaurantGroup}]",Restaurant,false,"{profile:{xsmall:{url:https://resizer.otstatic.com/v2/photos/xsmall/1/24904163.jpg,width:105,__typename:Thumbnail},small:{url:https://images.otstatic.com/prod/24904163/1/small.jpg,width:160,__typename:Thumbnail},legacy:{url:https://resizer.otstatic.com/v2/photos/legacy/1/24904163.jpg,width:208,__typename:Thumbnail},medium:{url:https://images.otstatic.com/prod/24904163/1/medium.jpg,width:320,__typename:Thumbnail},__typename:RestaurantProfile},__typename:RestaurantPhotos}","{justAdded:false,__typename:JustAddedDetails}",[],Casual Dining,"{latitude:32.72121,longitude:-117.168536,__typename:GeographicCoordinates}","{line1:1526 India Street,line2:,city:San Diego,state:CA,postCode:92101,__typename:Address}","MY NONNA’S NAME WAS ISOLA, A WONDERFUL COOK WHO GAVE ME A PASSION FOR FOOD AND FRESH, SIMPLE INGREDIENTS.  \u003cbr />\u003cbr />I have vivid memories of my grandmother turning plain bread into amazing desserts, simple apples into incredible fritters sprinkled with a little sugar and honey, and even treating my sunburns with olive oil. Thirty years later, I still savor every meal and moment.\u003cbr />\u003cbr />Isola is proud to serve the finest local ingredients, dalla vite, from the vine. I hope you enjoy every bite, plucked from my family tree for your table. Buon appetito!",null,true,"{phoneNumber:6195554230,formattedPhoneNumber:(619) 555-4230,__typename:RestaurantContactInformation}","[{deliveryPartnerId:4,deliveryPartnerName:POSTMATES,menuUrl:https://postmates.onelink.me/5uYG?pid=opentable&c=opentable&af_dp=postmates%3A%2F%2Fv1%2Fplaces%2F157f5fec-a085-495a-87ee-81e6967adb1a&af_web_dp=https%3A%2F%2Fpostmates.com%2Fmerchant%2Fisola-pizza-san-diego&af_android_url=https%3A%2F%2Fpostmates.com%2Fmerchant%2Fisola-pizza-san-diego&af_ios_url=https%3A%2F%2Fpostmates.com%2Fmerchant%2Fisola-pizza-san-diego,active:true,__typename:DeliveryPartner}"
1027714,Del Frisco’s Double Eagle Steakhouse - San Diego,GuestCenter,on,"{profileLink:{link:https://www.opentable.com/r/del-friscos-double-eagle-steakhouse-san-diego,__typename:PageLink},__typename:RestaurantUrls}","{priceBandId:2,currencySymbol:$,name:$30 and under,__typename:PriceBand}","{name:Downtown / Gaslamp,__typename:Neighborhood}","{recentReservationCount:90,reviews:{allTimeTextReviewCount:1308,ratings:{overall:{rating:4.4,__typename:ReviewStatisticsRating},__typename:ReviewStatisticsRatings},__typename:ReviewStatistics},__typename:RestaurantStatistics}","{name:Steakhouse,__typename:Cuisine}",null,false,"{subtype:null,bar:true,counter:false,highTop:false,outdoor:true,pickupEnabled:null,__typename:RestaurantFeatures}",eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,"[{id:448,__typename:RestaurantGroup}]",Restaurant,false,"{profile:{xsmall:{url:https://resizer.otstatic.com/v2/photos/xsmall/1/43463185.jpg,width:105,__typename:Thumbnail},small:{url:https://resizer.otstatic.com/v2/photos/small/1/43463185.jpg,width:160,__typename:Thumbnail},legacy:{url:https://resizer.otstatic.com/v2/photos/legacy/1/43463185.jpg,width:208,__typename:Thumbnail},medium:{url:https://resizer.otstatic.com/v2/photos/medium/1/43463185.jpg,width:320,__typename:Thumbnail},__typename:RestaurantProfile},__typename:RestaurantPhotos}","{justAdded:false,__typename:JustAddedDetails}",[],Fine Dining,"{latitude:32.71652,longitude:-117.17169,__typename:GeographicCoordinates}","{line1:901 Bayfront Court,line2:Suite 105,city:San Diego,state:CA,postCode:92101,__typename:Address}","Del Frisco’s Double Eagle Steakhouse embodies the rich tradition of the classic American steakhouse, serving USDA Prime Beef, fresh seafood and premium wines from our award-winning wine selection in a breathtaking atmosphere.",null,true,"{phoneNumber:+1 619 272 5060,formattedPhoneNumber:(619) 272-5060,__typename:RestaurantContactInformation}","[{deliveryPartnerId:4,deliveryPartnerName:POSTMATES,menuUrl:https://postmates.onelink.me/5uYG?pid=opentable&c=opentable&af_dp=postmates%3A%2F%2Fv1%2Fplaces%2F3d24610f-0087-49e1-b984-1975b6a1d63d&af_web_dp=https%3A%2F%2Fpostmates.com%2Fstore%2Fdel-friscos-double-901-bayfront-ct-suite-105%2Fwug3jegGRbWckgFpwJ5f7g?pid=opentable&c=opentable,active:true,__typename:DeliveryPartner}"
264028,Parc Bistro-Brasserie,GuestCenter,on,"{profileLink:{link:https://www.opentable.com/r/parc-bistro-brasserie-san-diego,__typename:PageLink},__typename:RestaurantUrls}","{priceBandId:2,currencySymbol:$,name:$30 and under,__typename:PriceBand}","{name:Banker's Hill,__typename:Neighborhood}","{recentReservationCount:75,reviews:{allTimeTextReviewCount:1527,ratings:{overall:{rating:4.8,__typename:ReviewStatisticsRating},__typename:ReviewStatisticsRatings},__typename:ReviewStatistics},__typename:RestaurantStatistics}","{name:French,__typename:Cuisine}",null,false,"{subtype:null,bar:false,counter:false,highTop:false,outdoor:true,pickupEnabled:null,__typename:RestaurantFeatures}",eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,[],Restaurant,false,"{profile:{xsmall:{url:https://resizer.otstatic.com/v2/photos/xsmall/5/27692102.jpg,width:105,__typename:Thumbnail},small:{url:https://images.otstatic.com/prod/27692102/5/small.jpg,width:160,__typename:Thumbnail},legacy:{url:https://resizer.otstatic.com/v2/photos/legacy/5/27692102.jpg,width:208,__typename:Thumbnail},medium:{url:https://images.otstatic.com/prod/27692102/5/medium.jpg,width:320,__typename:Thumbnail},__typename:RestaurantProfile},__typename:RestaurantPhotos}","{justAdded:false,__typename:JustAddedDetails}",[],Casual Dining,"{latitude:32.734183,longitude:-117.160494,__typename:GeographicCoordinates}","{line1:2760 5th Ave,line2:Suite 100,city:San Diego,state:CA,postCode:92103,__typename:Address}",Listed as one of OpenTable’s “100 Best Neighborhood Gems in America for 2021”,null,true,"{phoneNumber:6197951501,formattedPhoneNumber:(619) 795-1501,__typename:RestaurantContactInformation}",[]
988276,Topside Terrace,GuestCenter,on,"{profileLink:{link:https://www.opentable.com/r/topside-san-diego,__typename:PageLink},__typename:RestaurantUrls}","{priceBandId:2,currencySymbol:$,name:$30 and under,__typename:PriceBand}","{name:Downtown / Gaslamp,__typename:Neighborhood}","{recentReservationCount:31,reviews:{allTimeTextReviewCount:221,ratings:{overall:{rating:4.5,__typename:ReviewStatisticsRating},__typename:ReviewStatisticsRatings},__typename:ReviewStatistics},__typename:RestaurantStatistics}","{name:Contemporary American,__typename:Cuisine}",null,false,"{subtype:null,bar:true,counter:false,highTop:true,outdoor:false,pickupEnabled:true,__typename:RestaurantFeatures}",eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,"[{id:17811,__typename:RestaurantGroup}]",Restaurant,false,"{profile:{xsmall:{url:https://resizer.otstatic.com/v2/photos/xsmall/1/25177829.jpg,width:105,__typename:Thumbnail},small:{url:https://images.otstatic.com/prod/25177829/1/small.jpg,width:160,__typename:Thumbnail},legacy:{url:https://resizer.otstatic.com/v2/photos/legacy/1/25177829.jpg,width:208,__typename:Thumbnail},medium:{url:https://images.otstatic.com/prod/25177829/1/medium.jpg,width:320,__typename:Thumbnail},__typename:RestaurantProfile},__typename:RestaurantPhotos}","{justAdded:false,__typename:JustAddedDetails}",[],Casual Elegant,"{latitude:32.717526,longitude:-117.166926,__typename:GeographicCoordinates}","{line1:421 W B St,line2:,city:San Diego,state:CA,postCode:92101,__typename:Address}","\u003cbr />A quintessential San Diego open-air terrace, Topside Terrace takes advantage of the San Diego climate while marrying the sites and sounds of downtown. Inspired by coastal living, we specialize in evening fare and weekend brunch serving Baja California and Classic American Fare paired with contemporary cocktails and draft beer.\u003cbr />\u003cbr />Happy hour every Sunday-Thursday from 4pm to 6pm!\u003cbr />\u003cbr />Live DJ every Saturday 6pm-10pm",null,true,"{phoneNumber:6193983100,formattedPhoneNumber:(619) 398-3100,__typename:RestaurantContactInformation}",[]
116821,Eddie V's - Seaport District,GuestCenter,on,"{profileLink:{link:https://www.opentable.com/eddie-vs-seaport-district,__typename:PageLink},__typename:RestaurantUrls}","{priceBandId:3,currencySymbol:$,name:$31 to $50,__typename:PriceBand}","{name:Downtown / Gaslamp,__typename:Neighborhood}","{recentReservationCount:83,reviews:{allTimeTextReviewCount:2647,ratings:{overall:{rating:4.8,__typename:ReviewStatisticsRating},__typename:ReviewStatisticsRatings},__typename:ReviewStatistics},__typename:RestaurantStatistics}","{name:Seafood,__typename:Cuisine}",null,false,"{subtype:null,bar:true,counter:false,highTop:true,outdoor:true,pickupEnabled:null,__typename:RestaurantFeatures}",eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,"[{id:3639,__typename:RestaurantGroup}]",Restaurant,false,"{profile:{xsmall:{url:https://resizer.otstatic.com/v2/photos/xsmall/3/43545595.jpg,width:105,__typename:Thumbnail},small:{url:https://images.otstatic.com/prod1/43545595/3/small.jpg,width:160,__typename:Thumbnail},legacy:{url:https://resizer.otstatic.com/v2/photos/legacy/3/43545595.jpg,width:208,__typename:Thumbnail},medium:{url:https://images.otstatic.com/prod1/43545595/3/medium.jpg,width:320,__typename:Thumbnail},__typename:RestaurantProfile},__typename:RestaurantPhotos}","{justAdded:false,__typename:JustAddedDetails}",[],Fine Dining,"{latitude:32.711308,longitude:-117.169175,__typename:GeographicCoordinates}","{line1:789 West Harbor Drive,line2:,city:San Diego,state:CA,postCode:92101,__typename:Address}","OUR PATIO IS OPEN. CURBSIDE PICKUP AVAILABLE – Our patio is open, but we are delighted to still offer takeout. Visit EddieV.com/takeout or call (619) 615-0281 to place an order.\u003cbr />\u003cbr />If you're looking for a stylish and sophisticated fine dining experience, join us at Eddie V’s in San Diego. Dishes are artistically prepared and feature an ever-changing array of seasonal seafood, along with critically acclaimed prime steaks, hand-carved and broiled to perfection. Our restaurant’s award-wining wine list, which has been recognized by Wine Spectator, has more than 300 wines from the best growing areas in California and around the world. \u003cbr />\u003cbr />Polite Dress Notice - To promote a family friendly and welcoming atmosphere for everyone. We consider gym attire, sweatpants, hats, clothing with offensive languages or images, and exposed undergarments too casual for our restaurants.",null,true,"{phoneNumber:6196150281,formattedPhoneNumber:(619) 615-0281,__typename:RestaurantContactInformation}",[]
4855,Island Prime,GuestCenter,on,"{profileLink:{link:https://www.opentable.com/island-prime,__typename:PageLink},__typename:RestaurantUrls}","{priceBandId:2,currencySymbol:$,name:$30 and under,__typename:PriceBand}","{name:Downtown / Gaslamp,__typename:Neighborhood}","{recentReservationCount:50,reviews:{allTimeTextReviewCount:6132,ratings:{overall:{rating:4.8,__typename:ReviewStatisticsRating},__typename:ReviewStatisticsRatings},__typename:ReviewStatistics},__typename:RestaurantStatistics}","{name:Steakhouse,__typename:Cuisine}",null,false,"{subtype:null,bar:true,counter:false,highTop:false,outdoor:false,pickupEnabled:null,__typename:RestaurantFeatures}",eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,"[{id:18,__typename:RestaurantGroup}]",Restaurant,false,"{profile:{xsmall:{url:https://resizer.otstatic.com/v2/photos/xsmall/1/42657879.jpg,width:105,__typename:Thumbnail},small:{url:https://resizer.otstatic.com/v2/photos/small/1/42657879.jpg,width:160,__typename:Thumbnail},legacy:{url:https://resizer.otstatic.com/v2/photos/legacy/1/42657879.jpg,width:208,__typename:Thumbnail},medium:{url:https://resizer.otstatic.com/v2/photos/medium/1/42657879.jpg,width:320,__typename:Thumbnail},__typename:RestaurantProfile},__typename:RestaurantPhotos}","{justAdded:false,__typename:JustAddedDetails}",[],Fine Dining,"{latitude:32.724117,longitude:-117.18867,__typename:GeographicCoordinates}","{line1:880 Harbor Island Drive,line2:,city:San Diego,state:CA,postCode:92101,__typename:Address}","Resting on stilts atop San Diego Bay, Island Prime overlooks the city skyline and Coronado.",null,false,"{phoneNumber:+1 619 298 6802,formattedPhoneNumber:(619) 298-6802,__typename:RestaurantContactInformation}",[]
1039660,Claim Jumper - San Diego - Bayside,GuestCenter,on,"{profileLink:{link:https://www.opentable.com/r/claim-jumper-san-diego-bayside-san-diego,__typename:PageLink},__typename:RestaurantUrls}","{priceBandId:2,currencySymbol:$,name:$30 and under,__typename:PriceBand}","{name:Little Italy,__typename:Neighborhood}","{recentReservationCount:26,reviews:{allTimeTextReviewCount:245,ratings:{overall:{rating:3.9,__typename:ReviewStatisticsRating},__typename:ReviewStatisticsRatings},__typename:ReviewStatistics},__typename:RestaurantStatistics}","{name:American,__typename:Cuisine}",null,false,"{subtype:null,bar:true,counter:false,highTop:false,outdoor:true,pickupEnabled:null,__typename:RestaurantFeatures}",eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,"[{id:21486,__typename:RestaurantGroup}]",Restaurant,false,"{profile:{xsmall:{url:https://resizer.otstatic.com/v2/photos/xsmall/1/41702470.jpg,width:105,__typename:Thumbnail},small:{url:https://images.otstatic.com/prod1/41702470/1/small.jpg,width:160,__typename:Thumbnail},legacy:{url:https://resizer.otstatic.com/v2/photos/legacy/1/41702470.jpg,width:208,__typename:Thumbnail},medium:{url:https://images.otstatic.com/prod1/41702470/1/medium.jpg,width:320,__typename:Thumbnail},__typename:RestaurantProfile},__typename:RestaurantPhotos}","{justAdded:false,__typename:JustAddedDetails}",[],Casual Dining,"{latitude:32.719544,longitude:-117.172199,__typename:GeographicCoordinates}","{line1:1355 North Harbor Drive,line2:,city:San Diego,state:CA,postCode:92101,__typename:Address}","Our friendly environment is ideal for celebrating special occasions, hosting a business lunch or gathering for a delicious meal with friends and family. Our saloons are a comfortable gathering place to relax after a day at work, to catch a game or share an appetizer with friends. The saloon menu features signature cocktails, chilled martinis, premium and ultra-premium spirits, specialty non-alcoholic beverages, an extensive wine list, and imported and American craft beers including Claim Jumper’s own Honey Blonde, Original Red Ale and IPA.  In addition to the saloon menu Claim Jumper offers a Steakhouse menu which includes USDA Prime steaks and premium house made shareable sides. Open daily for lunch and dinner, Claim Jumper offers a selection of freshly prepared items using only the finest ingredients available. Favorites include Certified Angus Beef®, fresh fish, baby back pork ribs, fresh baked pot pie, specialty salads, pasta, sandwiches, burgers and more. ",null,true,"{phoneNumber:6195317994,formattedPhoneNumber:(619) 531-7994,__typename:RestaurantContactInformation}","[{deliveryPartnerId:3,deliveryPartnerName:UBER_EATS,menuUrl:https://ubertrk.com/c/2606859/811249/5714?prodsku=cdc70191-4cdb-42c7-a456-96f7a18bca13&u=https%3A%2F%2Fwww.ubereats.com%2Fsan-diego%2Ffood-delivery%2Fclaim-jumper-1355-north-harbor-drive%2FzccBkUzbQsekVpb3oYvKEw%2F%3Futm_campaign%3Daffiliate-ir-%7Birmpname%7D_1_-99_national_e_all_acq_cpa_en_click-%7Bclickid%7D&intsrc=CATF_5854,active:true,__typename:DeliveryPartner}]"
113968,Puesto at the Headquarters,GuestCenter,on,"{profileLink:{link:https://www.opentable.com/r/puesto-at-the-headquarters-san-diego,__typename:PageLink},__typename:RestaurantUrls}","{priceBandId:3,currencySymbol:$,name:$31 to $50,__typename:PriceBand}","{name:Downtown / Gaslamp,__typename:Neighborhood}","{recentReservationCount:90,reviews:{allTimeTextReviewCount:2598,ratings:{overall:{rating:4.4,__typename:ReviewStatisticsRating},__typename:ReviewStatisticsRatings},__typename:ReviewStatistics},__typename:RestaurantStatistics}","{name:Mexican,__typename:Cuisine}",null,false,"{subtype:null,bar:true,counter:false,highTop:false,outdoor:true,pickupEnabled:null,__typename:RestaurantFeatures}",eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,"[{id:8790,__typename:RestaurantGroup}]",Restaurant,false,"{profile:{xsmall:{url:https://resizer.otstatic.com/v2/photos/xsmall/1/23669441.jpg,width:105,__typename:Thumbnail},small:{url:https://images.otstatic.com/prod/23669441/1/small.jpg,width:160,__typename:Thumbnail},legacy:{url:https://resizer.otstatic.com/v2/photos/legacy/1/23669441.jpg,width:208,__typename:Thumbnail},medium:{url:https://images.otstatic.com/prod/23669441/1/medium.jpg,width:320,__typename:Thumbnail},__typename:RestaurantProfile},__typename:RestaurantPhotos}","{justAdded:false,__typename:JustAddedDetails}",[],Casual Dining,"{latitude:32.711308,longitude:-117.169175,__typename:GeographicCoordinates}","{line1:789 W. Harbor Dr.,line2:,city:San Diego,state:CA,postCode:92101,__typename:Address}","Owned and operated by a Mexican American family whose best memories all include tacos, Puesto is an award-winning Mexican Artisan Kitchen & Bar providing an innovative approach to authentic Mexican flavors. Puesto has garnered national acclaim for its Mexico City-style crispy melted cheese tacos, served on handmade non-GMO, organic, maíz azul stone-ground tortillas. \r\n\r\nIn addition to tacos, offerings include a selection of fresh catch ceviches, guacamoles, starters and ensaladas, courtesy of Chef/Partner Luisteen Gonzales. The bar program showcases the best of Mexico City through the use of fresh ingredients in our hand crafted cocktails and housemade Micheladas, tequilas, mezcals, Baja craft beers, and Valle de Guadalupe wines you can’t find elsewhere \r\n\r\nWe’re honored to have been featured by media outlets nationally and internationally, some of which include National Geographic, Huffington Post, Refinery 29, MSN, Insider, Zagat, Eater, Food and Wine, and LA Times.",null,true,"{phoneNumber:6192338880,formattedPhoneNumber:(619) 233-8880,__typename:RestaurantContactInformation}","[{deliveryPartnerId:4,deliveryPartnerName:POSTMATES,menuUrl:https://postmates.onelink.me/5uYG?pid=opentable&c=opentable&af_dp=postmates%3A%2F%2Fv1%2Fplaces%2F6c8a4ec4-34e5-4031-bd5e-4fb71c18b8ac&af_web_dp=https%3A%2F%2Fpostmates.com%2Fmerchant%2Fpuesto-san-diego,active:true,__typename:DeliveryPartner}]"
166114,Water Grill - San Diego,GuestCenter,on,"{profileLink:{link:https://www.opentable.com/water-grill-san-diego,__typename:PageLink},__typename:RestaurantUrls}","{priceBandId:3,currencySymbol:$,name:$31 to $50,__typename:PriceBand}","{name:Downtown / Gaslamp,__typename:Neighborhood}","{recentReservationCount:15,reviews:{allTimeTextReviewCount:1935,ratings:{overall:{rating:4.6,__typename:ReviewStatisticsRating},__typename:ReviewStatisticsRatings},__typename:ReviewStatistics},__typename:RestaurantStatistics}","{name:Seafood,__typename:Cuisine}",null,false,"{subtype:null,bar:false,counter:false,highTop:false,outdoor:false,pickupEnabled:null,__typename:RestaurantFeatures}",eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,"[{id:46,__typename:RestaurantGroup}]",Restaurant,false,"{profile:{xsmall:{url:https://resizer.otstatic.com/v2/photos/xsmall/1/23676617.jpg,width:105,__typename:Thumbnail},small:{url:https://images.otstatic.com/prod/23676617/1/small.jpg,width:160,__typename:Thumbnail},legacy:{url:https://resizer.otstatic.com/v2/photos/legacy/1/23676617.jpg,width:208,__typename:Thumbnail},medium:{url:https://images.otstatic.com/prod/23676617/1/medium.jpg,width:320,__typename:Thumbnail},__typename:RestaurantProfile},__typename:RestaurantPhotos}","{justAdded:false,__typename:JustAddedDetails}",[],Casual Elegant,"{latitude:32.709209,longitude:-117.158898,__typename:GeographicCoordinates}","{line1:615 J Street,line2:,city:San Diego,state:CA,postCode:92102,__typename:Address}","Located steps away from Petco Park in the heart of Downtown San Diego, Water Grill is a true seafood destination. Family owned and operated, Water Grill focuses on first-of-the-season seafood and has delivered a superior dining experience for more than 30 years. Their devotion to quality seafood sourced in-house, is illustrated on their daily menus.\u003cbr /> \u003cbr />Sourcing from local fishermen, Water Grill’s seafood arrives from boat to table in a matter of hours. Water Grill Executive Chefs prepare the dishes with care, allowing the fresh seafood to shine, while using high-quality ingredients to elevate the recipe. From Spiny Lobsters in the fall to Wild Salmon in the spring, Water Grill’s focus is all about local, sustainable seafood and a one-of-a-kind experience. \u003cbr /> \u003cbr />A safe and comfortable experience, Water Grill follows all the CDC guidelines to ensure you have an amazing experience each and every time.",null,true,"{phoneNumber:6197176992,formattedPhoneNumber:(619) 717-6992,__typename:RestaurantContactInformation}",[]
20050,Cowboy Star,GuestCenter,on,"{profileLink:{link:https://www.opentable.com/r/cowboy-star-san-diego,__typename:PageLink},__typename:RestaurantUrls}","{priceBandId:4,currencySymbol:$,name:$50 and over,__typename:PriceBand}","{name:Downtown / Gaslamp,__typename:Neighborhood}","{recentReservationCount:31,reviews:{allTimeTextReviewCount:3282,ratings:{overall:{rating:4.8,__typename:ReviewStatisticsRating},__typename:ReviewStatisticsRatings},__typename:ReviewStatistics},__typename:RestaurantStatistics}","{name:Steakhouse,__typename:Cuisine}",null,false,"{subtype:null,bar:false,counter:true,highTop:false,outdoor:false,pickupEnabled:null,__typename:RestaurantFeatures}",eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,"[{id:6560,__typename:RestaurantGroup}]",Restaurant,false,"{profile:{xsmall:{url:https://resizer.otstatic.com/v2/photos/xsmall/1/25153499.jpg,width:105,__typename:Thumbnail},small:{url:https://images.otstatic.com/prod/25153499/1/small.jpg,width:160,__typename:Thumbnail},legacy:{url:https://resizer.otstatic.com/v2/photos/legacy/1/25153499.jpg,width:208,__typename:Thumbnail},medium:{url:https://images.otstatic.com/prod/25153499/1/medium.jpg,width:320,__typename:Thumbnail},__typename:RestaurantProfile},__typename:RestaurantPhotos}","{justAdded:false,__typename:JustAddedDetails}",[],Casual Elegant,"{latitude:32.712153,longitude:-117.155865,__typename:GeographicCoordinates}","{line1:640 10th Ave,line2:,city:San Diego,state:CA,postCode:92101,__typename:Address}","Located in the heart of the East Village neighborhood of San Diego, Cowboy Star is dedicated to providing an unmatched attention to detail and a level of service that immediately sets us apart.  Cowboy Star guests are the number one priority and guest satisfaction is the base upon which our entire concept is built. \u003cbr />\u003cbr />Our level of service is only matched by our celebration of regional American heirloom recipes offered with genuine neighborly hospitality.  We are committed to supporting local and regional farmers, fishers and producers by cooking food that recaptures the simple and pure tastes found in locally grown, natural and organic ingredients.  We strive to raise awareness of a more sustainable food future, while helping to restore a sense of community that brings us back to a more homegrown time.\u003cbr />\u003cbr />The Cowboy Star Menu features the finest in select natural products including Niman Ranch all natural beef from the nation's leading Certified Humane Angus herd.",null,false,"{phoneNumber:6194505880,formattedPhoneNumber:(619) 450-5880,__typename:RestaurantContactInformation}",[]
94132,Barrio Star,GuestCenter,on,"{profileLink:{link:https://www.opentable.com/r/barrio-star-san-diego,__typename:PageLink},__typename:RestaurantUrls}","{priceBandId:2,currencySymbol:$,name:$30 and under,__typename:PriceBand}","{name:Banker's Hill,__typename:Neighborhood}","{recentReservationCount:21,reviews:{allTimeTextReviewCount:936,ratings:{overall:{rating:4.6,__typename:ReviewStatisticsRating},__typename:ReviewStatisticsRatings},__typename:ReviewStatistics},__typename:RestaurantStatistics}","{name:Mexican,__typename:Cuisine}",null,false,"{subtype:null,bar:true,counter:false,highTop:true,outdoor:true,pickupEnabled:null,__typename:RestaurantFeatures}",eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,"[{id:3994,__typename:RestaurantGroup}]",Restaurant,false,"{profile:{xsmall:{url:https://resizer.otstatic.com/v2/photos/xsmall/1/24099463.jpg,width:105,__typename:Thumbnail},small:{url:https://images.otstatic.com/prod/24099463/1/small.jpg,width:160,__typename:Thumbnail},legacy:{url:https://resizer.otstatic.com/v2/photos/legacy/1/24099463.jpg,width:208,__typename:Thumbnail},medium:{url:https://images.otstatic.com/prod/24099463/1/medium.jpg,width:320,__typename:Thumbnail},__typename:RestaurantProfile},__typename:RestaurantPhotos}","{justAdded:false,__typename:JustAddedDetails}",[],Casual Dining,"{latitude:32.733608,longitude:-117.160305,__typename:GeographicCoordinates}","{line1:2706 5th Ave,line2:,city:San Diego,state:CA,postCode:92103,__typename:Address}","The sky’s the limit at Barrio Star--presenting San Diego with modern Mexican Soul Food woven with bold Latin flavors and clever Asian touches. \n\nAs one of several restaurants created by award-winning chef and restaurateur Isabel Cruz, Barrio Star’s bright and lively décor is a metaphor for what we proudly serve. Our vibrant flavors and healthier renditions of classic Mexican dishes reveal thoughtfully presented menu items that are sure to please every palate. \n\nPairing with our well-prepared food is a mouthwatering beer and cocktail menu. Besides serving standard Mexican beers, we also offer rotating drafts as well as an extensive tequila menu. Kickstart the evening with our roasted jalapeno blackberry margarita and let the fiesta begin!",null,false,"{phoneNumber:6195017827,formattedPhoneNumber:(619) 501-7827,__typename:RestaurantContactInformation}","[{deliveryPartnerId:4,deliveryPartnerName:POSTMATES,menuUrl:https://postmates-by-uber-eats.sjv.io/c/2606859/1141057/13340?prodsku=b38260db-5e95-48ee-8001-0ba057d56e2e&u=https%3A%2F%2Fwww.postmates.com%2Fstore%2Fbarrio-star%2Fs4Jg216VSO6AAQugV9VuLg%2F%3Futm_campaign%3Daffiliate-ir-%7Birmpname%7D_1_-99_national_e_all_acq_cpa_en_click-%7Bclickid%7D&intsrc=CATF_8869,active:true,__typename:DeliveryPartner}"
92713,The Lion's Share,GuestCenter,on,"{profileLink:{link:https://www.opentable.com/the-lions-share,__typename:PageLink},__typename:RestaurantUrls}","{priceBandId:2,currencySymbol:$,name:$30 and under,__typename:PriceBand}","{name:Downtown / Gaslamp,__typename:Neighborhood}","{recentReservationCount:20,reviews:{allTimeTextReviewCount:898,ratings:{overall:{rating:4.8,__typename:ReviewStatisticsRating},__typename:ReviewStatisticsRatings},__typename:ReviewStatistics},__typename:RestaurantStatistics}","{name:Wild Game,__typename:Cuisine}",null,false,"{subtype:null,bar:false,counter:false,highTop:false,outdoor:false,pickupEnabled:null,__typename:RestaurantFeatures}",eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,[],Restaurant,false,"{profile:{xsmall:{url:https://resizer.otstatic.com/v2/photos/xsmall/1/23700422.jpg,width:105,__typename:Thumbnail},small:{url:https://images.otstatic.com/prod/23700422/1/small.jpg,width:160,__typename:Thumbnail},legacy:{url:https://resizer.otstatic.com/v2/photos/legacy/1/23700422.jpg,width:208,__typename:Thumbnail},medium:{url:https://images.otstatic.com/prod/23700422/1/medium.jpg,width:320,__typename:Thumbnail},__typename:RestaurantProfile},__typename:RestaurantPhotos}","{justAdded:false,__typename:JustAddedDetails}",[],Casual Dining,"{latitude:32.711935,longitude:-117.168932,__typename:GeographicCoordinates}","{line1:629 Kettner Blvd.,line2:,city:San Diego,state:CA,postCode:92101,__typename:Address}","In addition to modern American fare, The Lion's Share features exotic meats seldom found in other restaurants.  The menu pairs well with an interesting wine list focused around small production wineries.  \u003cbr>\u003cbr />Last, but not least, they offer hand-crafted cocktails considered amongst the best in the city in an eclectic atmosphere with a friendly staff.",null,true,"{phoneNumber:6195646924,formattedPhoneNumber:(619) 564-6924,__typename:RestaurantContactInformation}",[]
